,capacity,x,y
365,11.0,7.9946408,58.1475716
366,11.0,7.9946408,58.1475716
367,11.0,7.9968939,58.1479187
368,11.0,7.9968939,58.1479187
369,11.0,7.9968939,58.1479187
370,11.0,7.9968939,58.1479187
371,43.0,7.991642,58.1476898
372,22.0,7.991642,58.1476898
373,3.6,7.9888091,58.1480942
374,3.6,7.9888091,58.1480942
375,3.6,7.9888091,58.1480942
376,3.6,7.9888091,58.1480942
377,3.6,7.9888091,58.1480942
378,3.6,7.9888091,58.1480942
379,3.6,7.9723902,58.1472588
380,22.0,8.0811577,58.154644
381,22.0,8.0811577,58.154644
382,11.0,8.0811577,58.154644
383,43.0,8.0811577,58.154644
384,43.0,8.0811577,58.154644
385,22.0,8.0811577,58.154644
386,20.0,8.0009918,58.1504364
387,20.0,8.0009918,58.1504364
388,43.0,7.9952631,58.1505089
389,43.0,7.9952631,58.1505089
390,43.0,7.9952631,58.1505089
391,50.0,8.0247402,58.1527596
392,50.0,8.0247402,58.1527596
393,22.0,8.0247402,58.1527596
394,50.0,8.0247402,58.1527596
395,50.0,8.0247402,58.1527596
396,50.0,8.0247402,58.1527596
397,50.0,8.0247402,58.1527596
398,22.0,8.0247402,58.1527596
399,11.0,8.0033264,58.1530228
400,11.0,8.0033264,58.1530228
401,11.0,8.0033264,58.1530228
402,11.0,8.0033264,58.1530228
403,11.0,8.0033264,58.1530228
404,50.0,7.9647198,58.1517982
405,22.0,7.9647198,58.1517982
406,3.6,7.9579301,58.1525803
407,3.6,7.9579301,58.1525803
408,7.4,8.0111761,58.1593513
409,7.4,8.0111761,58.1593513
410,7.4,8.0111761,58.1593513
411,7.4,8.0111761,58.1593513
412,7.4,8.0111761,58.1593513
413,7.4,8.0111761,58.1593513
414,7.4,8.0111761,58.1593513
415,7.4,8.0111761,58.1593513
416,7.4,8.0111761,58.1593513
417,7.4,8.0111761,58.1593513
418,3.6,6.8071198,58.0874481
419,3.6,6.8071198,58.0874481
420,3.6,7.986567,58.1595612
421,3.6,7.986567,58.1595612
422,300.0,8.0930185,58.1664925
423,300.0,8.0930185,58.1664925
424,300.0,8.0930185,58.1664925
425,50.0,8.0930185,58.1664925
426,50.0,8.0930185,58.1664925
427,50.0,8.0930185,58.1664925
428,50.0,8.0930185,58.1664925
429,50.0,8.0429287,58.1638756
430,22.0,8.0429287,58.1638756
431,50.0,8.0429287,58.1638756
432,50.0,8.0429287,58.1638756
433,50.0,8.0429287,58.1638756
434,50.0,8.0429287,58.1638756
435,50.0,8.0429287,58.1638756
436,22.0,8.0429287,58.1638756
437,22.0,8.006259,58.1622963
438,22.0,8.006259,58.1622963
439,22.0,8.006259,58.1622963
440,22.0,8.006259,58.1622963
441,22.0,8.006259,58.1622963
442,22.0,8.006259,58.1622963
443,22.0,8.006259,58.1622963
444,22.0,8.006259,58.1622963
445,22.0,8.006259,58.1622963
446,22.0,8.006259,58.1622963
447,22.0,8.006259,58.1622963
448,75.0,8.006259,58.1622963
449,22.0,8.0034904,58.1634293
450,22.0,8.0034904,58.1634293
451,11.0,8.1149426,58.169693
452,11.0,8.1149426,58.169693
453,11.0,8.1149426,58.169693
454,50.0,6.8074598,58.0923882
455,22.0,6.8074598,58.0923882
456,22.0,6.8074598,58.0923882
457,50.0,6.8074598,58.0923882
458,3.6,8.0002203,58.1642113
459,3.6,8.0002203,58.1642113
460,22.0,8.0002203,58.1642113
461,3.6,8.0002203,58.1642113
462,22.0,8.0002203,58.1642113
463,22.0,8.0002203,58.1642113
464,3.6,7.9820399,58.1636086
465,3.6,7.9820399,58.1636086
466,11.0,7.9827962,58.1637955
467,11.0,7.9827962,58.1637955
468,11.0,7.9827962,58.1637955
469,11.0,7.9827962,58.1637955
470,11.0,7.9827962,58.1637955
471,50.0,7.9827962,58.1637955
472,100.0,7.9827962,58.1637955
473,22.0,7.9827962,58.1637955
474,11.0,7.9827962,58.1637955
475,11.0,7.9827962,58.1637955
476,22.0,7.999238,58.1647835
477,22.0,7.999238,58.1647835
478,22.0,7.999238,58.1647835
479,22.0,7.999238,58.1647835
480,22.0,7.999238,58.1647835
481,22.0,7.999238,58.1647835
482,22.0,7.999238,58.1647835
483,22.0,7.999238,58.1647835
484,22.0,7.999238,58.1647835
485,22.0,7.999238,58.1647835
486,22.0,7.999238,58.1647835
487,22.0,7.999238,58.1647835
488,22.0,7.999238,58.1647835
489,22.0,7.999238,58.1647835
490,22.0,6.8049898,58.0941048
491,22.0,6.8049898,58.0941048
492,22.0,6.8049898,58.0941048
493,22.0,6.8049898,58.0941048
494,50.0,8.1244097,58.1725082
495,3.6,7.8358102,58.1567497
496,3.6,7.8358102,58.1567497
497,22.0,8.1290398,58.1736603
498,150.0,8.1290398,58.1736603
499,43.0,8.1290398,58.1736603
500,150.0,8.1290398,58.1736603
501,22.0,8.1267099,58.17453
502,50.0,8.1267099,58.17453
503,11.0,6.8031368,58.0958862
504,11.0,6.8031368,58.0958862
505,11.0,6.8031368,58.0958862
506,11.0,6.8031368,58.0958862
507,100.0,8.12673,58.1745605
508,22.0,8.12673,58.1745605
509,100.0,8.12673,58.1745605
510,3.6,8.1309795,58.1748085
511,3.6,8.1309795,58.1748085
512,50.0,8.1306725,58.1773987
513,50.0,8.1306725,58.1773987
514,22.0,8.1306725,58.1773987
515,50.0,8.1357803,58.1781197
516,300.0,8.1357803,58.1781197
517,300.0,8.1357803,58.1781197
518,300.0,8.1357803,58.1781197
519,300.0,8.1357803,58.1781197
520,50.0,8.1357803,58.1781197
521,50.0,8.1357803,58.1781197
522,300.0,8.1357803,58.1781197
523,300.0,8.1357803,58.1781197
524,50.0,8.1357803,58.1781197
525,300.0,8.1357803,58.1781197
526,300.0,8.1357803,58.1781197
527,50.0,8.12642,58.1777382
528,22.0,8.12642,58.1777382
529,50.0,8.12642,58.1777382
530,50.0,8.12642,58.1777382
531,50.0,8.12642,58.1777382
532,22.0,8.12642,58.1777382
533,50.0,8.12642,58.1777382
534,22.0,8.12642,58.1777382
535,50.0,8.12642,58.1777382
536,22.0,8.12642,58.1777382
537,3.6,8.1284904,58.1781616
538,3.6,8.1284904,58.1781616
539,3.6,8.1284904,58.1781616
540,3.6,8.1284904,58.1781616
541,3.6,8.1284904,58.1781616
542,3.6,8.1284904,58.1781616
543,3.6,8.1284904,58.1781616
544,3.6,8.1284904,58.1781616
545,3.6,8.1284904,58.1781616
546,3.6,8.1284904,58.1781616
547,3.6,8.1284904,58.1781616
548,3.6,8.1284904,58.1781616
549,50.0,8.1327105,58.1788101
550,50.0,8.1327105,58.1788101
551,50.0,8.1327105,58.1788101
552,50.0,8.1327105,58.1788101
553,150.0,8.1327105,58.1788101
554,50.0,8.1327105,58.1788101
555,150.0,8.1327105,58.1788101
556,150.0,8.1327105,58.1788101
557,150.0,8.1327105,58.1788101
558,50.0,8.1327105,58.1788101
559,50.0,8.1327105,58.1788101
560,150.0,8.1327105,58.1788101
561,50.0,8.1327105,58.1788101
562,150.0,8.1327105,58.1788101
563,150.0,8.1327105,58.1788101
564,150.0,8.1327105,58.1788101
565,150.0,8.1327105,58.1788101
566,150.0,8.1327105,58.1788101
567,50.0,8.1327105,58.1788101
568,50.0,8.1327105,58.1788101
569,150.0,8.1327105,58.1788101
570,50.0,8.1327105,58.1788101
571,50.0,8.1327105,58.1788101
572,150.0,8.1327105,58.1788101
573,22.0,8.1328497,58.1788292
574,22.0,8.1328497,58.1788292
575,22.0,8.1328497,58.1788292
576,3.6,8.1340704,58.1789589
577,3.6,8.1340704,58.1789589
578,3.6,8.1315804,58.1792717
579,3.6,8.1315804,58.1792717
580,3.6,8.1315804,58.1792717
581,3.6,8.1315804,58.1792717
582,3.6,8.1437302,58.1810684
583,3.6,8.1437302,58.1810684
584,3.6,8.1437302,58.1810684
585,3.6,8.1437302,58.1810684
586,50.0,6.6915102,58.0970001
587,50.0,6.6915102,58.0970001
588,22.0,6.6915102,58.0970001
589,22.0,6.6915102,58.0970001
590,11.0,6.691649,58.0971184
591,11.0,6.691649,58.0971184
592,22.0,8.1607542,58.186882
593,50.0,8.1607542,58.186882
594,50.0,8.1607542,58.186882
595,22.0,8.1607542,58.186882
596,50.0,8.1607542,58.186882
597,50.0,8.1607542,58.186882
598,50.0,8.1607542,58.186882
599,50.0,8.1607542,58.186882
600,50.0,8.1607542,58.186882
601,22.0,8.1607542,58.186882
602,22.0,8.1607542,58.186882
603,50.0,8.1607542,58.186882
604,22.0,8.1607542,58.186882
605,22.0,8.1607542,58.186882
606,3.6,8.1567001,58.1885986
607,3.6,8.1567001,58.1885986
608,3.6,8.1567001,58.1885986
609,3.6,8.1567001,58.1885986
610,3.6,8.1567001,58.1885986
611,3.6,8.1567001,58.1885986
612,3.6,8.1567001,58.1885986
613,3.6,8.1567001,58.1885986
614,3.6,8.1567001,58.1885986
615,3.6,8.1567001,58.1885986
616,22.0,8.1549797,58.1885414
617,22.0,8.1549797,58.1885414
618,50.0,8.1549797,58.1885414
619,22.0,8.1549797,58.1885414
620,50.0,8.1549797,58.1885414
621,22.0,8.1549797,58.1885414
622,50.0,8.1549797,58.1885414
623,50.0,8.1549797,58.1885414
624,150.0,8.1572666,58.1888885
625,150.0,8.1572666,58.1888885
626,150.0,8.1572666,58.1888885
627,50.0,8.1572666,58.1888885
628,150.0,8.1572666,58.1888885
629,150.0,8.1572666,58.1888885
630,50.0,8.1572666,58.1888885
631,50.0,8.1572666,58.1888885
632,150.0,8.1572666,58.1888885
633,22.0,7.9312501,58.1806412
634,50.0,7.9312501,58.1806412
635,50.0,7.9312501,58.1806412
636,22.0,7.9312501,58.1806412
637,22.0,7.9305701,58.1809196
638,22.0,7.9305701,58.1809196
639,22.0,7.9305701,58.1809196
640,22.0,7.9305701,58.1809196
641,22.0,7.9305701,58.1809196
642,22.0,7.9305701,58.1809196
643,22.0,7.9305701,58.1809196
644,22.0,7.9305701,58.1809196
645,22.0,7.9305701,58.1809196
646,22.0,7.9305701,58.1809196
647,22.0,7.9305701,58.1809196
648,22.0,7.9305701,58.1809196
649,22.0,7.9305701,58.1809196
650,22.0,7.9305701,58.1809196
651,20.0,7.0672121,58.1333961
652,20.0,7.0672121,58.1333961
653,20.0,7.068007,58.1346397
654,20.0,7.068007,58.1346397
655,11.0,7.067275,58.1347389
656,11.0,7.067275,58.1347389
657,11.0,7.0728741,58.1360207
658,11.0,7.0728741,58.1360207
659,11.0,7.0728741,58.1360207
660,22.0,7.0728741,58.1360207
661,100.0,7.0388899,58.1340485
662,100.0,7.0388899,58.1340485
663,22.0,7.0388899,58.1340485
664,22.0,7.0388899,58.1340485
665,3.6,7.0681491,58.1385384
666,3.6,7.0681491,58.1385384
667,3.6,7.0681491,58.1385384
668,3.6,7.0681491,58.1385384
669,3.6,7.0681491,58.1385384
670,3.6,7.0681491,58.1385384
671,3.6,7.0681491,58.1385384
672,3.6,7.0681491,58.1385384
673,150.0,6.5691242,58.1092758
674,50.0,6.5691242,58.1092758
675,22.0,8.0751696,58.2024803
676,22.0,8.0751696,58.2024803
677,22.0,8.0751696,58.2024803
678,22.0,8.0751696,58.2024803
679,22.0,8.0751696,58.2024803
680,22.0,8.0751696,58.2024803
681,22.0,8.0751696,58.2024803
682,22.0,8.0751696,58.2024803
683,22.0,8.0751696,58.2024803
684,22.0,8.0751696,58.2024803
685,22.0,8.0713196,58.2023582
686,22.0,8.0713196,58.2023582
687,22.0,8.0713196,58.2023582
688,22.0,8.0713196,58.2023582
689,22.0,8.0713196,58.2023582
690,22.0,8.0713196,58.2023582
691,22.0,8.0713196,58.2023582
692,22.0,8.0713196,58.2023582
693,22.0,8.0713196,58.2023582
694,22.0,8.0713196,58.2023582
695,22.0,8.0713196,58.2023582
696,22.0,8.0713196,58.2023582
697,22.0,8.0713196,58.2023582
698,22.0,8.0713196,58.2023582
699,22.0,8.0713196,58.2023582
700,22.0,8.0713196,58.2023582
701,22.0,8.0713196,58.2023582
702,22.0,8.0713196,58.2023582
703,22.0,8.0713196,58.2023582
704,22.0,8.0713196,58.2023582
705,22.0,8.0713196,58.2023582
706,22.0,8.0713196,58.2023582
707,22.0,8.0713196,58.2023582
708,22.0,8.0713196,58.2023582
709,22.0,8.0713196,58.2023582
710,22.0,8.0713196,58.2023582
711,22.0,8.0713196,58.2023582
712,22.0,8.0713196,58.2023582
713,22.0,8.0713196,58.2023582
714,22.0,8.0713196,58.2023582
715,22.0,8.0713196,58.2023582
716,22.0,8.0713196,58.2023582
717,50.0,7.1024499,58.1554489
718,50.0,7.1024499,58.1554489
719,50.0,7.1024499,58.1554489
720,11.0,7.1024499,58.1554489
721,11.0,7.1024499,58.1554489
722,50.0,7.1024499,58.1554489
723,50.0,7.1024499,58.1554489
724,50.0,7.1024499,58.1554489
725,150.0,7.1024499,58.1554489
726,50.0,7.1024499,58.1554489
727,150.0,7.1024499,58.1554489
728,50.0,7.1024499,58.1554489
729,150.0,7.1024499,58.1554489
730,50.0,7.1024499,58.1554489
731,150.0,7.1024499,58.1554489
732,50.0,7.1024499,58.1554489
733,150.0,7.1024499,58.1554489
734,150.0,7.1024499,58.1554489
735,50.0,7.1024499,58.1554489
736,50.0,7.1024499,58.1554489
737,250.0,7.1019402,58.1556892
738,250.0,7.1019402,58.1556892
739,150.0,7.1019402,58.1556892
740,250.0,7.1019402,58.1556892
741,150.0,7.1019402,58.1556892
742,250.0,7.1019402,58.1556892
743,150.0,7.1019402,58.1556892
744,150.0,7.1019402,58.1556892
745,150.0,7.1019402,58.1556892
746,250.0,7.1019402,58.1556892
747,250.0,7.1019402,58.1556892
748,250.0,7.1019402,58.1556892
749,250.0,7.1019402,58.1556892
750,150.0,7.1019402,58.1556892
751,150.0,7.1019402,58.1556892
752,150.0,7.1019402,58.1556892
753,150.0,7.1019402,58.1556892
754,150.0,7.1019402,58.1556892
755,250.0,7.1019402,58.1556892
756,150.0,7.1019402,58.1556892
757,250.0,7.1019402,58.1556892
758,150.0,7.1019402,58.1556892
759,150.0,7.1019402,58.1556892
760,250.0,7.1019402,58.1556892
761,150.0,7.1019402,58.1556892
762,150.0,7.1019402,58.1556892
763,150.0,7.1019402,58.1556892
764,250.0,7.1019402,58.1556892
765,250.0,7.1019402,58.1556892
766,150.0,7.1019402,58.1556892
767,150.0,7.1019402,58.1556892
768,250.0,7.1019402,58.1556892
769,250.0,7.1019402,58.1556892
770,250.0,7.1019402,58.1556892
771,150.0,7.1019402,58.1556892
772,150.0,7.1019402,58.1556892
773,7.4,6.6212349,58.1306763
774,7.4,6.6212349,58.1306763
775,7.4,6.6212349,58.1306763
776,7.4,6.6212349,58.1306763
777,300.0,8.2990103,58.2364616
778,50.0,8.2990103,58.2364616
779,300.0,8.2990103,58.2364616
780,50.0,8.2990103,58.2364616
781,300.0,8.2990103,58.2364616
782,300.0,8.2990103,58.2364616
783,50.0,8.2990103,58.2364616
784,50.0,8.2990103,58.2364616
