,obj,Ij
0,0.0,0.0
0,605871.939022456,0.14285714285714285
0,735242.2311914439,0.2857142857142857
0,856184.120854332,0.42857142857142855
0,944416.552682564,0.5714285714285714
0,1010609.9724277998,0.7142857142857142
0,1077756.65729444,0.8571428571428571
0,1131116.39456,1.0
